UCL	http://dbpedia.org/resource/UEFA_Champions_League
Sanogo	http://dbpedia.org/resource/Yaya_Sanogo
EmmaJonesGB	NIL316
verityjane	NIL779
TheApprentice	http://dbpedia.org/resource/The_Apprentice_(UK_TV_series)
James	NIL412
gervinho	http://dbpedia.org/resource/Gervinho
MattGunner32	NIL554
Welbeck	http://dbpedia.org/resource/Danny_Welbeck
MattGunner32	NIL554
20472d	NIL113
Assistant007	NIL179
CardGary	NIL228
Charles63Lisa	NIL239
garymoore821	NIL342
HoraceWhip	NIL391
Mammagee66	NIL539
robibellini	NIL672
smudger_d	NIL724
Miltonkeynes	http://dbpedia.org/resource/Milton_Keynes
EstiloModaUK	NIL876
Malcom	NIL538
The Mitre	NIL64
katemov	NIL475
Smoke Shack	NIL59
Aqua aerobics	http://dbpedia.org/resource/Water_aerobics
 @Charleighh	NIL237
 @HelenStockwe	NIL380
AFC	http://dbpedia.org/resource/American_Football_Conference
Lord_Sugar	http://dbpedia.org/resource/Alan_Sugar
James	NIL412
Charz014	NIL243
richardwiggins	NIL665
PennockJosh	NIL632
richardwiggins	NIL665
TeamBellerin39	NIL1023
ZeGooner	NIL796
Tescos	http://dbpedia.org/resource/Tesco
TeamBellerin39	NIL1023
ZeGooner	NIL796
IndieAfc	NIL922
YouAreMyArsenal	NIL1069
Omarrr_AFC	NIL621
itv2	http://dbpedia.org/resource/ITV2
realjoeswash	http://dbpedia.org/resource/Joe_Swash
Tinkerbell	http://dbpedia.org/resource/Tinker_Bell
ben_rumsby	NIL194
davidcoates47	NIL286
Skinny_49	NIL720
Skinny_49	NIL720
Gatz77	NIL344
New York	http://dbpedia.org/resource/New_York
Wolverton	http://dbpedia.org/resource/Wolverton
denisebrown148	NIL294
Jedi	http://dbpedia.org/resource/Jedi
New Zealand	http://dbpedia.org/resource/New_Zealand
BrophyJed	NIL215
AFC	http://dbpedia.org/resource/American_Football_Conference
Cazorla	http://dbpedia.org/resource/Santi_Cazorla
Instagram	http://dbpedia.org/resource/Instagram
twitter	http://dbpedia.org/resource/Twitter
Cycling	http://dbpedia.org/resource/Cycling
Wappenbury	http://dbpedia.org/resource/Wappenbury
goatchimp2	NIL354
reashninja	NIL657
Dortmund	http://dbpedia.org/resource/Borussia_Dortmund
18DialSquare86	NIL111
18DialSquare86	NIL111
smeagol_11	NIL723
18DialSquare86	NIL111
smeagol_11	NIL723
18DialSquare86	NIL111
double_canister	NIL304
18DialSquare86	NIL111
double_canister	NIL304
18DialSquare86	NIL111
double_canister	NIL304
Luton	http://dbpedia.org/resource/Luton
thisisheart	NIL1035
Phil Hughes	http://dbpedia.org/resource/Phillip_Hughes
Sean Abbot	http://dbpedia.org/resource/Sean_Abbott
Slipknot	http://dbpedia.org/resource/Slipknot_(band)
Psychosocial	NIL987
Cisorium	NIL857
Batman	http://dbpedia.org/resource/Batman
Lois Lane	http://dbpedia.org/resource/Lois_Lane
lynnemthomas	NIL534
michaeldthomas	NIL572
nbc	http://dbpedia.org/resource/NBC
HolleratMichael	NIL387
mattryanreal	NIL558
Sean Abbott	http://dbpedia.org/resource/Sean_Abbott
Alex	NIL14
OborneTweets	http://dbpedia.org/resource/Peter_Oborne
snaffleweb	NIL1011
cambosis	NIL224
GoodBeerTweet	NIL898
Christmas	http://dbpedia.org/resource/Christmas
L'Occitane	http://dbpedia.org/resource/L'Occitane_en_Provence
London	http://dbpedia.org/resource/London
itsjillgardner	NIL400
ChinaShopBull	NIL854
thornbridge	http://dbpedia.org/resource/Thornbridge_Brewery
bottleshop_mark	NIL208
gafferpom	NIL894
Christmas	http://dbpedia.org/resource/Christmas
Manchester	http://dbpedia.org/resource/Manchester
Specsavers	http://dbpedia.org/resource/Specsavers
PhilHughes	http://dbpedia.org/resource/Phillip_Hughes
Phil Hughes	http://dbpedia.org/resource/Phillip_Hughes
BBCNews	http://dbpedia.org/resource/BBC_News
Glasgow School of Art	http://dbpedia.org/resource/Glasgow_School_of_Art
JordanLewisGk1	NIL463
Hamilton	http://dbpedia.org/resource/Lewis_Hamilton
Nasr	http://dbpedia.org/resource/Felipe_Nasr
Williams	http://dbpedia.org/resource/Williams_Grand_Prix_Engineering
the hunger games	http://dbpedia.org/resource/The_Hunger_Games_(film)
Estelle_Sarah	NIL319
BradleyGardine7	NIL211
McLaren	http://dbpedia.org/resource/McLaren
Britain	http://dbpedia.org/resource/Great_Britain
channel5_tv	http://dbpedia.org/resource/Channel_5_(UK)
Henry II	http://dbpedia.org/resource/Henry_II_of_England
dgjones	NIL297
Michael	NIL571
Phillip Hughes	http://dbpedia.org/resource/Phillip_Hughes
WWE	http://dbpedia.org/resource/WWE
WWEUniverse	http://dbpedia.org/resource/WWE
__RhysMGray	NIL119
Saintsman99	NIL689
TheBuszyMK	NIL1030
MaDteamMK	NIL942
Leicester	http://dbpedia.org/resource/Leicester
Milton Keynes	http://dbpedia.org/resource/Milton_Keynes
Johnny_G86	NIL453
Sultantschke	NIL742
djrichieelbourn	NIL298
DJRoscoeJnr	NIL299
djwebby_69	NIL300
guyaitkins1	NIL365
Jake_Baines	NIL409
RenoPassani	NIL661
Aaron	http://dbpedia.org/resource/Aaron_Ramsey
jack	http://dbpedia.org/resource/Jack_Wilshere
Arsene	NIL175
Christmas	http://dbpedia.org/resource/Christmas
Paris	http://dbpedia.org/resource/Paris
Romeo and Juliet	http://dbpedia.org/resource/Romeo_and_Juliet
Stantonbury	http://dbpedia.org/resource/Stantonbury
MiltonKeynesWCX	NIL12
lazerhelmets	NIL938
StupidDeluxe	NIL1018
cricket	http://dbpedia.org/resource/Cricket
Hughes	http://dbpedia.org/resource/Phillip_Hughes
Phil Hughes	http://dbpedia.org/resource/Phillip_Hughes
StupidDeluxe	NIL1018
Jennamlmr	NIL425
London	http://dbpedia.org/resource/London
harlequins	http://dbpedia.org/resource/Harlequin_F.C.
saints	http://dbpedia.org/resource/Saint
Stuartlutter	NIL738
DVBlindsLtd	NIL81
Rambo	http://dbpedia.org/resource/John_Rambo
StupidDeluxe	NIL1018
Blackburngeorge	NIL203
double_canister	NIL304
_AnimalAdvocate	http://dbpedia.org/resource/Animal_rights_movement
BarackObama	http://dbpedia.org/resource/Barack_Obama
matthewstoller	NIL557
calfune	NIL74
SCVIndy	NIL998
StupidDeluxe	NIL1018
Blackburngeorge	NIL203
double_canister	NIL304
FabioArico	NIL322
GlasgowCC	http://dbpedia.org/resource/Glasgow_City_Council
STVGlasgow	http://dbpedia.org/resource/STV_Glasgow
samthorman	NIL693
thai_tuxie	NIL758
bailey1985	NIL186
David	NIL284
Stuartlutter	NIL738
DVBlindsLtd	NIL81
CorleyCycles	NIL75
Take That	http://dbpedia.org/resource/Take_That
Take That	http://dbpedia.org/resource/Take_That
Christmas	http://dbpedia.org/resource/Christmas
Zumba	http://dbpedia.org/resource/Zumba
invinciblog	NIL927
TT	http://dbpedia.org/resource/Take_That
TT	http://dbpedia.org/resource/Take_That
Phil Hughes	http://dbpedia.org/resource/Phillip_Hughes
Jamaican	http://dbpedia.org/resource/Jamaican_people
Jason	http://dbpedia.org/resource/Jason_Robinson
Jason15Robinson	http://dbpedia.org/resource/Jason_Robinson
Dublin	http://dbpedia.org/resource/Dublin
Guinness	http://dbpedia.org/resource/Guinness
JohnConWriters	NIL451
ssearena	http://dbpedia.org/resource/Wembley_Arena
miltonkeynes	http://dbpedia.org/resource/Milton_Keynes
BiosculptureGB	NIL841
Asia	http://dbpedia.org/resource/Asia
Thailand	http://dbpedia.org/resource/Thailand
Thailand	http://dbpedia.org/resource/Thailand
D_Mitten	NIL266
DarylP90	NIL279
Seaworld	http://dbpedia.org/resource/SeaWorld_San_Diego
AmandaFortner	NIL154
Rocky Road	http://dbpedia.org/resource/Rocky_road_(ice_cream)
#starbuck	http://dbpedia.org/resource/Starbucks
 Starbuck	http://dbpedia.org/resource/Starbucks
 U	http://dbpedia.org/resource/United_Kingdom
Chris O'Grady	http://dbpedia.org/resource/Chris_O'Grady
Linford Forum	NIL49
Milton Keynes	http://dbpedia.org/resource/Milton_Keynes
GrandPrixDiary	NIL902
djrichieelbourn	NIL298
DJRoscoeJnr	NIL299
djwebby_69	NIL300
guyaitkins1	NIL365
Jake_Baines	NIL409
RenoPassani	NIL661
AadityaPatell	NIL127
AdahmJaffer	NIL133
AlexGff	NIL146
JoeBidmead1	NIL445
roshnikrista	NIL679
Walton High School	http://dbpedia.org/resource/Walton_High_School_(Stafford)
Walton, Milton Keynes	http://dbpedia.org/resource/Walton,_Milton_Keynes
Costco	http://dbpedia.org/resource/Costco
Asda	http://dbpedia.org/resource/Asda
Vegas	http://dbpedia.org/resource/Las_Vegas
BecciColby	NIL191
D_Mitten	NIL266
Melissa_Ann_93	NIL567
MINIONS Go Caroling	http://dbpedia.org/resource/Minions_(film)
Newport high street	http://dbpedia.org/resource/Newport_railway_station
Giffard Park	http://dbpedia.org/resource/Great_Linford
Milton Keynes	http://dbpedia.org/resource/Milton_Keynes
AirCanada	http://dbpedia.org/resource/Air_Canada
BA	http://dbpedia.org/resource/British_Airways
British_Airways	http://dbpedia.org/resource/British_Airways
Europe	http://dbpedia.org/resource/Europe
Arsenal	http://dbpedia.org/resource/Arsenal_F.C.
cyclo cross	http://dbpedia.org/resource/Cyclo-cross
MiltonKeynesWCX	NIL12
Laura	NIL500
danropes1	NIL274
Mawson	NIL560
KHelpAllAnimals	NIL932
Bletchley	http://dbpedia.org/resource/Bletchley
MK	http://dbpedia.org/resource/Milton_Keynes
jamesdey72	NIL414
@aso	NIL818
@FloEofficia	NIL885
Crewe	http://dbpedia.org/resource/Crewe_Alexandra_F.C.
BScanlan9	NIL217
pneumonia	http://dbpedia.org/resource/Pneumonia
WeNurses	NIL1057
WeNurses	NIL1057
Mapei	NIL541
CalumBest	NIL223
WeNurses	NIL1057
AngelaPerrett	NIL162
BEnglish89	NIL196
smudger_d	NIL1010
BLACK FRIDAY	http://dbpedia.org/resource/Black_Friday_(shopping)
sashadaisical	NIL699
Michael Buerk	http://dbpedia.org/resource/Michael_Buerk
CaptainCecil	NIL227
British_Airways	http://dbpedia.org/resource/British_Airways
Australia	http://dbpedia.org/resource/Australia
imacelebrity	http://dbpedia.org/resource/I'm_a_Celebrity...Get_Me_Out_of_Here!
phil hughes	http://dbpedia.org/resource/Phillip_Hughes
philhughes	http://dbpedia.org/resource/Phillip_Hughes
Bayern	http://dbpedia.org/resource/FC_Bayern_Munich
Etihad	http://dbpedia.org/resource/City_of_Manchester_Stadium
TSBible	NIL1046
Leeds City	http://dbpedia.org/resource/Leeds_City_F.C.
siphili	NIL717
sizza09	NIL718
sophie_wombell	NIL728
KingTyshyC	NIL491
Gmail	http://dbpedia.org/resource/Gmail
Omar	NIL620
Alky007	NIL153
Anthony	NIL167
Lydiaxwatson	NIL533
Fijian	http://dbpedia.org/resource/Fijian_people
LennonTHFC	NIL504
black friday	http://dbpedia.org/resource/Black_Friday_(shopping)
black Friday	http://dbpedia.org/resource/Black_Friday_(shopping)
snapchat	http://dbpedia.org/resource/Snapchat
Black Friday	http://dbpedia.org/resource/Black_Friday_(shopping)
Black Friday	http://dbpedia.org/resource/Black_Friday_(shopping)
asda	http://dbpedia.org/resource/Asda
asda	http://dbpedia.org/resource/Asda
NHS	http://dbpedia.org/resource/National_Health_Service
jongudmund	NIL457
Thiefree	NIL765
black Friday	http://dbpedia.org/resource/Black_Friday_(shopping)
Barclays	http://dbpedia.org/resource/Barclays
 Jac	NIL403
Jollinsss	NIL455
Barclays	http://dbpedia.org/resource/Barclays
Accenture	http://dbpedia.org/resource/Accenture
Buckinghamshire	http://dbpedia.org/resource/Buckinghamshire
Milton Keynes	http://dbpedia.org/resource/Milton_Keynes
JordanV_CFC	NIL464
Nickers_84	NIL604
UCAS	http://dbpedia.org/resource/UCAS
Black Friday	http://dbpedia.org/resource/Black_Friday_(shopping)
TowerPoppies	http://dbpedia.org/resource/Paul_Cummins
YodelOnline	http://dbpedia.org/resource/Yodel_(company)
Spurs	http://dbpedia.org/resource/Tottenham_Hotspur_F.C
t_hocks	NIL1022
TheCasinoMK	NIL1031
WillAGoodsell	NIL1061
GaryBarlow	http://dbpedia.org/resource/Gary_Barlow
INXS	http://dbpedia.org/resource/INXS
KatieWay2	NIL480
SteveIreland2	NIL1014
itsjillgardner	NIL400
MarqVas	NIL550
BlackFriday	http://dbpedia.org/resource/Black_Friday_(shopping)
US	http://dbpedia.org/resource/United_States
lindasgrant	http://dbpedia.org/resource/Linda_Grant
lucy_meck	NIL526
Mercedes Benz	http://dbpedia.org/resource/Mercedes-Benz
UK	http://dbpedia.org/resource/United_Kingdom
Mercedes Benz	http://dbpedia.org/resource/Mercedes-Benz
UK	http://dbpedia.org/resource/United_Kingdom
Mercedes Benz	http://dbpedia.org/resource/Mercedes-Benz
UK	http://dbpedia.org/resource/United_Kingdom
Kakarikovx	NIL470
FreddieMccann	NIL335
jamesnixon_94	NIL416
IngramMicroUK	NIL923
Black Friday	http://dbpedia.org/resource/Black_Friday_(shopping)
BBC6MorningShow	NIL823
Black Friday	http://dbpedia.org/resource/Black_Friday_(shopping)
prinsesachinita	http://dbpedia.org/resource/Kim_Chiu
StarCinema	http://dbpedia.org/resource/Star_Cinema
XianLimm	http://dbpedia.org/resource/Xian_Lim
micodelrosario	NIL576
queenbeemae	NIL647
Christmas	http://dbpedia.org/resource/Christmas
Christmas	http://dbpedia.org/resource/Christmas
adamboultonSKY	http://dbpedia.org/resource/Adam_Boulton
David_Cameron	http://dbpedia.org/resource/David_Cameron
MovemberUK	NIL955
Alan	NIL13
alanbrady29	NIL13
lfcpanther	NIL510
Lisa_Marie74	NIL518
M&S	http://dbpedia.org/resource/Marks_&_Spencer
Emerald Graves	NIL82
Xian Lim	http://dbpedia.org/resource/Xian_Lim
XianLimm	http://dbpedia.org/resource/Xian_Lim
MadamChiuLimFan	NIL537
Black Friday	http://dbpedia.org/resource/Black_Friday_(shopping)
Red House	NIL65
Williams	http://dbpedia.org/resource/Williams_Grand_Prix_Engineering
Wolff	http://dbpedia.org/resource/Susie_Wolff
Red Bull	http://dbpedia.org/resource/Red_Bull_Racing
Wolff	http://dbpedia.org/resource/Susie_Wolff
Susie Wolff	http://dbpedia.org/resource/Susie_Wolff
Williams	http://dbpedia.org/resource/Williams_Grand_Prix_Engineering
Susie Wolff	http://dbpedia.org/resource/Susie_Wolff
Williams	http://dbpedia.org/resource/Williams_Grand_Prix_Engineering
Pirelli	http://dbpedia.org/resource/Pirelli
Kimi	http://dbpedia.org/resource/Kimi_Räikkönen
Vettel	http://dbpedia.org/resource/Sebastian_Vettel
Horner	http://dbpedia.org/resource/Chris_Horner
Mercedes	http://dbpedia.org/resource/Mercedes-Benz_in_Formula_One
Shazam	http://dbpedia.org/resource/Shazam_(service)
Milton Keynes	http://dbpedia.org/resource/Milton_Keynes
OliviaGauch	NIL617
hiltonholloway	NIL386
Great Britain	http://dbpedia.org/resource/Great_Britain
United States	http://dbpedia.org/resource/United_States
cyclo cross	http://dbpedia.org/resource/Cyclo-cross
Jurys inn	http://dbpedia.org/resource/Jurys_Inn
MK	http://dbpedia.org/resource/Milton_Keynes
MiltonKeynesWCX	NIL12
Apple Store	http://dbpedia.org/resource/Apple_Store
iMac	http://dbpedia.org/resource/IMac
Milton Keynes	http://dbpedia.org/resource/Milton_Keynes
#BlackFrida	http://dbpedia.org/resource/Black_Friday_(shopping)
Christmas	http://dbpedia.org/resource/Christmas
WoughtonCC	NIL107
DementiaUK	NIL78
DiabetesUK	http://dbpedia.org/resource/Diabetes_UK
Lewis_kinsella	NIL507
MKWCX	NIL12
BenjyPiff	NIL197
apple	http://dbpedia.org/resource/Apple_Inc.
iPhone	http://dbpedia.org/resource/IPhone
miltonkeynes	http://dbpedia.org/resource/Milton_Keynes
mk	http://dbpedia.org/resource/Milton_Keynes
blackfriday	http://dbpedia.org/resource/Black_Friday_(shopping)
iphone6	http://dbpedia.org/resource/IPhone
John Lewis	http://dbpedia.org/resource/John_Lewis_(department_store)
BBCRadio4	http://dbpedia.org/resource/BBC_Radio_4
swede	http://dbpedia.org/resource/Sweden
lex_looper	NIL509
in_camden	NIL921
corrrey_	NIL258
lairdsfc	NIL498
MKWCX	NIL12
PresidentMSW	NIL644
midshropswheels	NIL950
Black Friday	http://dbpedia.org/resource/Black_Friday_(shopping)
tcbayliss	NIL754
black friday	http://dbpedia.org/resource/Black_Friday_(shopping)
Black Friday	http://dbpedia.org/resource/Black_Friday_(shopping)
deanhemming	NIL293
KatieFnCompton	http://dbpedia.org/resource/Katie_Compton
sven_nys	http://dbpedia.org/resource/Sven_Nys
trekmk	NIL68
Sauber	NIL99
Williams	http://dbpedia.org/resource/Williams_Grand_Prix_Engineering
nhs	http://dbpedia.org/resource/National_Health_Service
Movember	http://dbpedia.org/resource/Movember
MKWCX	NIL12
GreenlightPT	NIL903
sven_nys	http://dbpedia.org/resource/Sven_Nys
trekbikes	http://dbpedia.org/resource/Trek_Bicycle_Corporation
UCI	http://dbpedia.org/resource/Union_Cycliste_Internationale
DCComics	http://dbpedia.org/resource/DC_Comics
f_francavilla	http://dbpedia.org/resource/Francesco_Francavilla
marvel	http://dbpedia.org/resource/Marvel_Studios
micky mouse	http://dbpedia.org/resource/Mickey_Mouse
ronmarz	http://dbpedia.org/resource/Ron_Marz
CatStaggs	NIL233
alexkuster3	NIL148
olaf	http://dbpedia.org/resource/Olaf_(Disney)
sven	NIL3
jcol171290	NIL423
RecruitGal	NIL991
MKWCX	NIL12
Jerm_Durrin	NIL430
cycling	http://dbpedia.org/resource/Cycling
cyclocross	http://dbpedia.org/resource/Cyclo-cross
MiltonKeynesWCX	NIL12
golf	http://dbpedia.org/resource/Golf
73dz74r	NIL115
Olaf	http://dbpedia.org/resource/Olaf_(Disney)
Milton Keynes	http://dbpedia.org/resource/Milton_Keynes
MKWCX	NIL12
Campanile	NIL29
04nbod	NIL109
Nordic walking	http://dbpedia.org/resource/Nordic_walking
FemaIefit	NIL882
nordicwalkinguk	NIL94
Sainz	http://dbpedia.org/resource/Carlos_Sainz,_Jr.
Toro Rosso	http://dbpedia.org/resource/Scuderia_Toro_Rosso
Sainz Jr	http://dbpedia.org/resource/Carlos_Sainz,_Jr.
Toro Rosso	http://dbpedia.org/resource/Scuderia_Toro_Rosso
Sainz Jr	http://dbpedia.org/resource/Carlos_Sainz,_Jr.
Toro Rosso	http://dbpedia.org/resource/Scuderia_Toro_Rosso
Sainz Jr	http://dbpedia.org/resource/Carlos_Sainz,_Jr.
Toro Rosso	http://dbpedia.org/resource/Scuderia_Toro_Rosso
Verstappen	http://dbpedia.org/resource/Jos_Verstappen
AnuAkxo	NIL170
cyclocross	http://dbpedia.org/resource/Cyclo-cross
MKWCX	NIL12
Buckinghamshire	http://dbpedia.org/resource/Buckinghamshire
Milton Keynes	http://dbpedia.org/resource/Milton_Keynes
TheHubMk	NIL66
Italy	http://dbpedia.org/resource/Italy
Venice	http://dbpedia.org/resource/Venice
ThatsEarth	NIL1027
Campbell Park	http://dbpedia.org/resource/Campbell_Park
Milton Keynes	http://dbpedia.org/resource/Milton_Keynes
MKCXWC	NIL12
Jesus Christ	http://dbpedia.org/resource/Jesus
sky sports	http://dbpedia.org/resource/Sky_Sports
Crewe	http://dbpedia.org/resource/Crewe_railway_station
Euston	http://dbpedia.org/resource/Euston_railway_station
VirginTrains	http://dbpedia.org/resource/Virgin_Trains
F1	http://dbpedia.org/resource/Formula_One
tiff_tv	http://dbpedia.org/resource/Tiff_Needell
GrandPrixDiary	NIL902
Aaron_Chesters	NIL129
araragii_	NIL171
IndieAfc	NIL922
MK	http://dbpedia.org/resource/Milton_Keynes
TGIFridaysUK	http://dbpedia.org/resource/T.G.I._Friday's
DavidMoggy	NIL287
BBCR1	http://dbpedia.org/resource/BBC_Radio_1
Milton Keynes	http://dbpedia.org/resource/Milton_Keynes
SKEPTA	http://dbpedia.org/resource/Skepta
Black Friday	http://dbpedia.org/resource/Black_Friday_(shopping)
Tesco	http://dbpedia.org/resource/Tesco
Aden Flint	http://dbpedia.org/resource/Aden_Flint
 Tgi Friday	http://dbpedia.org/resource/T.G.I._Friday's
#jackdaniel	NIL798
MiltonKeynesWCX	NIL12
MKWCX	NIL12
MarcuS Maddison	NIL544
xmas	http://dbpedia.org/resource/Christmas
BBCNews	http://dbpedia.org/resource/BBC_News
CXHelen	http://dbpedia.org/resource/Helen_Wyman
MiltonKeynesWCX	NIL12
Portsmouth	http://dbpedia.org/resource/Portsmouth
KatieFnCompton	http://dbpedia.org/resource/Katie_Compton
sven_nys	http://dbpedia.org/resource/Sven_Nys
TrekBikesUK	NIL1045
MKWCX	NIL12
HayleyAcres	NIL377
star wars	http://dbpedia.org/resource/Star_Wars
mrctbear	NIL589
Star Wars	http://dbpedia.org/resource/Star_Wars
Wolverinesclaws	NIL789
Mark Little	http://dbpedia.org/resource/Mark_Little_(baseball)
itv	http://dbpedia.org/resource/ITV_(TV_channel)
jimmy	NIL439
I'm a celebrity	http://dbpedia.org/resource/I'm_a_Celebrity...Get_Me_Out_of_Here!
Twitter	http://dbpedia.org/resource/Twitter
Dawnf1	NIL290
modernmissus	NIL584
GaryBarlow	http://dbpedia.org/resource/Gary_Barlow
edsheeran	http://dbpedia.org/resource/Ed_Sheeran
HannahG26	NIL372
Adnams	NIL135
RED_Summers	NIL658
Christmas	http://dbpedia.org/resource/Christmas
Budapest	http://dbpedia.org/resource/Budapest
Monza	http://dbpedia.org/resource/Autodromo_Nazionale_Monza
chob66	NIL246
meezytk	NIL563
Luton	http://dbpedia.org/resource/Luton
Charlie Pope	NIL241
Graham	NIL358
coxchat	NIL861
LutonTown	http://dbpedia.org/resource/Luton_Town_F.C
Helen	NIL379
MrsHelenG	NIL379
Cyclocross	http://dbpedia.org/resource/Cyclo-cross
Milton Keynes	http://dbpedia.org/resource/Milton_Keynes
JimmyJamhands	NIL440
Red	http://dbpedia.org/resource/Reds_(film)
charicemayleen	NIL236
Alex and Red	NIL70
England	http://dbpedia.org/resource/England
Milton Keynes	http://dbpedia.org/resource/Milton_Keynes
MK	http://dbpedia.org/resource/Milton_Keynes
Stafford	http://dbpedia.org/resource/Stafford
NatalieGrieve	NIL600
BlackFriday	http://dbpedia.org/resource/Black_Friday_(shopping)
_herakay	NIL123
Homeland	http://dbpedia.org/resource/Homeland_(TV_series)
illuminati	http://dbpedia.org/resource/Illuminati
Susan Boyle	http://dbpedia.org/resource/Susan_Boyle
C_Wright_96	NIL220
CHRISTMAS	http://dbpedia.org/resource/Christmas
Middleton Hall	http://dbpedia.org/resource/Central_Milton_Keynes_Shopping_Centre
mk	http://dbpedia.org/resource/Milton_Keynes
The Centre MK	http://dbpedia.org/resource/Central_Milton_Keynes
jwright329	NIL469
RogueAles	http://dbpedia.org/resource/Rogue_Ales
CraftyBeer	NIL76
GoodBeerTweet	NIL898
Interstellar	http://dbpedia.org/resource/Interstellar_(film)
paddingtonbear	http://dbpedia.org/resource/Paddington_Bear
Joe Donkey	NIL444
Ted Clydesdale	NIL756
Black Friday	http://dbpedia.org/resource/Black_Friday_(shopping)
Borchester	http://dbpedia.org/resource/Borchester
Christmas	http://dbpedia.org/resource/Christmas
Clarrie Grundy	NIL253
RadioAmbridge	NIL990
Brazilian Jiu jitsu	http://dbpedia.org/resource/Brazilian_jiu-jitsu
Roger	NIL676
Romulo	NIL678
wcmiltonkeyes	NIL12
Hamilton	http://dbpedia.org/resource/Lewis_Hamilton
London	http://dbpedia.org/resource/London
Beersies	NIL838
BEERWlTHAVIEW	NIL839
gafferpom	NIL894
GoodBeerTweet	NIL898
StoneBrewingCo	http://dbpedia.org/resource/Stone_Brewing_Co.
jwright329	NIL469
CraftyBeer	NIL76
GoodBeerTweet	NIL898
kempster99	NIL483
midshropswheels	NIL950
Endomondo	http://dbpedia.org/resource/Endomondo
Christmas	http://dbpedia.org/resource/Christmas
ABC	http://dbpedia.org/resource/Australian_Broadcasting_Corporation
Australia	http://dbpedia.org/resource/Australia
cambosis	NIL224
Greg1954	NIL361
snaffleweb	NIL725
1Password	http://dbpedia.org/resource/1Password
iOS	http://dbpedia.org/resource/IOS
secularbloke	NIL1000
SecuLawyer	NIL1001
danabrahmsen	NIL269
Warlords	http://dbpedia.org/resource/The_Warlords
jerkberkerrr	NIL429
OmnomOmnific	NIL622
foppishdrunk	NIL331
jerkberkerrr	NIL429
OmnomOmnific	NIL622
Berlin	http://dbpedia.org/resource/Berlin
London	http://dbpedia.org/resource/London
ALEXCOURT04	NIL145
MrMH11	NIL593
Kelly_Gillorannnn	NIL481
worldofwarcraft	http://dbpedia.org/resource/World_of_Warcraft
cyclocross	http://dbpedia.org/resource/Cyclo-cross
The Centre:MK Shopping Centre	http://dbpedia.org/resource/Central_Milton_Keynes_Shopping_Centre
cxmiltonkeynes	NIL12
Kris TV	http://dbpedia.org/resource/Kris_TV
Kris tv	http://dbpedia.org/resource/Kris_TV
prinsesachinita	http://dbpedia.org/resource/Kim_Chiu
XianLimm	http://dbpedia.org/resource/Xian_Lim
darLasauLer	NIL276
Brits	http://dbpedia.org/resource/British_people
Milton Keynes	http://dbpedia.org/resource/Milton_Keynes
MKWCX	NIL12
prinsesachinita	http://dbpedia.org/resource/Kim_Chiu
XianLimm	http://dbpedia.org/resource/Xian_Lim
itsmemavera	NIL401
micodelrosario	NIL576
queenbeemae	NIL647
Buckinghamshire	http://dbpedia.org/resource/Buckinghamshire
Milton Keynes	http://dbpedia.org/resource/Milton_Keynes
mkdons	http://dbpedia.org/resource/Milton_Keynes_Dons_F.C.
stadium:mk	http://dbpedia.org/resource/Stadium_mk
kweeenkay	NIL496
FootyAccums	NIL889
BBCNorthampton	http://dbpedia.org/resource/BBC_Radio_Northampton
TheEvilLes	NIL1032
TQAnnabel	NIL1042
timwheelerBBC	NIL766
GiantShimano	http://dbpedia.org/resource/Giant-Shimano
UCI_Cyclocross World Cup	http://dbpedia.org/resource/UCI_Cyclo-cross_World_Cup
ShimanoMTB	NIL1006
GiantUK	NIL896
MiltonKeynesWCX	NIL12
Keane	http://dbpedia.org/resource/Roy_Keane
vieira	http://dbpedia.org/resource/Patrick_Vieira
nufc	http://dbpedia.org/resource/Newcastle_United_F.C.
West Ham	http://dbpedia.org/resource/West_Ham_United_F.C
MiltonKeynesWCX	NIL12
MKWCX	NIL12
Arsenal	http://dbpedia.org/resource/Arsenal_F.C.
Chelsea	http://dbpedia.org/resource/Chelsea_F.C.
Jaipur	http://dbpedia.org/resource/Jaipur
Arsenal	http://dbpedia.org/resource/Arsenal_F.C.
Martinez	http://dbpedia.org/resource/A_Martinez
welbeck	http://dbpedia.org/resource/Danny_Welbeck
Arno	NIL173
Assasin's Creed	NIL819
MotM	http://dbpedia.org/resource/MOTM
SecuLawyer	NIL1001
CasualMind_	NIL848
gaconthegc	NIL893
gafferpom	NIL894
Campbell Park	http://dbpedia.org/resource/Campbell_Park
Milton Keynes	http://dbpedia.org/resource/Milton_Keynes
Baguio	http://dbpedia.org/resource/Baguio
xianlimm	http://dbpedia.org/resource/Xian_Lim
jheanne_arjce	NIL435
prinsesachinita	http://dbpedia.org/resource/Kim_Chiu
kimxianatginc	NIL933
Lillymay2005	NIL515
TheVampsAlysha	NIL764
Leicester	http://dbpedia.org/resource/Leicester_City_F.C.
Loftus Road	http://dbpedia.org/resource/Loftus_Road
QPR	http://dbpedia.org/resource/Queens_Park_Rangers_F.C.
chris_kammy	http://dbpedia.org/resource/Chris_Kamara
cyclocross	http://dbpedia.org/resource/Cyclo-cross
miltonkeynes	http://dbpedia.org/resource/Milton_Keynes
Russ Jones	NIL685
Stanley Boyd	NIL729
HackneyGT	NIL685
hubvelo	NIL729
Belgium	http://dbpedia.org/resource/Belgium
